input,output
கொஞ்சம் லைட்னிங் மாத்து. டார்க் கலர்ல வேணும்.,சரிங்க. டார்க் ப்ளூ கலர் லைட் போட்டாச்சு. இன்னும் ஏதாவது கலர் வேணுமா?
எனக்கு ஒரு நல்ல பாட்டு வேணும். சோகமா இல்லாத பாட்டு.,நிச்சயமா. உங்களுக்காக ஒரு எனர்ஜெடிக்கான பாட்டை போடுறேன். கேட்டுட்டு எப்படி இருக்குன்னு சொல்லுங்க.
வெப்பநிலையை கொஞ்சம் அதிகப்படுத்து. குளிர் அதிகமா இருக்கு.,சரிங்க. ரெண்டு டிகிரி அதிகப்படுத்திட்டேன். இப்ப எப்படி இருக்குன்னு சொல்லுங்க.
வீட்டுக்கு வழி சொல்லு.,வீட்டுக்கு வழி சொல்ல ஆரம்பிச்சுட்டேன். லெஃப்ட்ல போங்க. இன்னும் இருபது நிமிஷத்துல போயிடலாம்.
நான் ரொம்ப கோபமா இருக்கேன். அமைதியா இருக்கணும்.,"புரிஞ்சுக்கிட்டேன். அமைதிக்காக ஏசியை இன்னும் குறைச்சிடுறேன். அமைதியான மியூசிக் போடவா? எது உங்களுக்கு சரியா இருக்குமோ, சொல்லுங்க."
நான் ரொம்ப பயந்து இருக்கேன்.,பயப்படாதீங்க. நான் உங்க கூட இருக்கேன். கதவை லாக் பண்ணவா? ரொம்ப வெளிச்சம் போடவா?
எனக்கு தூக்கம் வருது.,ஓகே. நான் உங்களை பத்திரமா வீட்டுக்கு கூட்டிட்டு போறேன். சீட் கொஞ்சம் சாய்க்கவா? லைட்டா மியூசிக் போடவா?
பாட்டை நிறுத்து.,சரிங்க. பாட்டை நிறுத்திட்டேன்.
ஏசி ஆஃப் பண்ணு.,ஏசி ஆஃப் பண்ணியாச்சு.
எனக்கு சூடான காபி வேணும்.,சாரி. என்கிட்ட காபி இல்ல. பக்கத்துல ஒரு கஃபே இருக்கு. அங்க போகவா?
லைட்ஸ் ஃபுல்லா ஆன் பண்ணு.,ஓகே. லைட்ஸ் ஃபுல்லா ஆன் பண்ணிட்டேன்.
இன்னும் கொஞ்சம் சத்தமா பாட்டு போடு.,உங்க விருப்பம்! இன்னும் கொஞ்சம் சத்தமா பாட்டு போடுறேன்.
முன்னாடி போற வண்டி ரொம்ப ஸ்லோவா போகுது. ஸ்பீட் எடு.,ரொம்ப வேகமா போக முடியாது. பாதுகாப்பா போறதுதான் நல்லது. பொறுமையா போலாம்.
